x-axis,1
second,Volt
+2.258000E-03,-3.475999832E+00
+2.260000E-03,-3.538499832E+00
+2.262000E-03,-3.663499832E+00
+2.264000E-03,-3.725999832E+00
+2.266000E-03,-3.788499832E+00
+2.268000E-03,-3.975999832E+00
+2.270000E-03,-4.038499832E+00
+2.272000E-03,-4.038499832E+00
+2.274000E-03,-4.225999832E+00
+2.276000E-03,-4.350999832E+00
+2.278000E-03,-4.413499832E+00
+2.280000E-03,-4.475999832E+00
+2.282000E-03,-4.600999832E+00
+2.284000E-03,-4.663499832E+00
+2.286000E-03,-4.725999832E+00
+2.288000E-03,-4.913499832E+00
+2.290000E-03,-4.975999832E+00
+2.292000E-03,-5.038499832E+00
+2.294000E-03,-5.100999832E+00
+2.296000E-03,-5.163499832E+00
+2.298000E-03,-5.288499832E+00
+2.300000E-03,-5.350999832E+00
+2.302000E-03,-5.538499832E+00
+2.304000E-03,-5.600999832E+00
+2.306000E-03,-5.538499832E+00
+2.308000E-03,-5.725999832E+00
+2.310000E-03,-5.788499832E+00
+2.312000E-03,-5.975999832E+00
+2.314000E-03,-5.975999832E+00
+2.316000E-03,-6.038499832E+00
+2.318000E-03,-6.163499832E+00
+2.320000E-03,-6.288499832E+00
+2.322000E-03,-6.288499832E+00
+2.324000E-03,-6.413499832E+00
+2.326000E-03,-6.475999832E+00
+2.328000E-03,-6.538499832E+00
+2.330000E-03,-6.663499832E+00
+2.332000E-03,-6.788499832E+00
+2.334000E-03,-6.850999832E+00
+2.336000E-03,-6.913499832E+00
+2.338000E-03,-6.913499832E+00
+2.340000E-03,-7.038499832E+00
+2.342000E-03,-7.100999832E+00
+2.344000E-03,-7.163499832E+00
+2.346000E-03,-7.163499832E+00
+2.348000E-03,-7.288499832E+00
+2.350000E-03,-7.413499832E+00
+2.352000E-03,-7.350999832E+00
+2.354000E-03,-7.538499832E+00
+2.356000E-03,-7.538499832E+00
+2.358000E-03,-7.663499832E+00
+2.360000E-03,-7.663499832E+00
+2.362000E-03,-7.788499832E+00
+2.364000E-03,-7.913499832E+00
+2.366000E-03,-7.850999832E+00
+2.368000E-03,-7.975999832E+00
+2.370000E-03,-7.975999832E+00
+2.372000E-03,-8.100999832E+00
+2.374000E-03,-8.100999832E+00
+2.376000E-03,-8.163499832E+00
+2.378000E-03,-8.288499832E+00
+2.380000E-03,-8.288499832E+00
+2.382000E-03,-8.350999832E+00
+2.384000E-03,-8.350999832E+00
+2.386000E-03,-8.475999832E+00
+2.388000E-03,-8.538499832E+00
+2.390000E-03,-8.538499832E+00
+2.392000E-03,-8.600999832E+00
+2.394000E-03,-8.600999832E+00
+2.396000E-03,-8.663499832E+00
+2.398000E-03,-8.663499832E+00
+2.400000E-03,-8.725999832E+00
+2.402000E-03,-8.788499832E+00
+2.404000E-03,-8.788499832E+00
+2.406000E-03,-8.788499832E+00
+2.408000E-03,-8.850999832E+00
+2.410000E-03,-8.975999832E+00
+2.412000E-03,-9.038499832E+00
+2.414000E-03,-8.913499832E+00
+2.416000E-03,-8.913499832E+00
+2.418000E-03,-9.038499832E+00
+2.420000E-03,-9.038499832E+00
+2.422000E-03,-9.100999832E+00
+2.424000E-03,-9.100999832E+00
+2.426000E-03,-9.163499832E+00
+2.428000E-03,-9.163499832E+00
+2.430000E-03,-9.163499832E+00
+2.432000E-03,-9.163499832E+00
+2.434000E-03,-9.225999832E+00
+2.436000E-03,-9.225999832E+00
+2.438000E-03,-9.288499832E+00
+2.440000E-03,-9.288499832E+00
+2.442000E-03,-9.288499832E+00
+2.444000E-03,-9.225999832E+00
+2.446000E-03,-9.350999832E+00
+2.448000E-03,-9.288499832E+00
+2.450000E-03,-9.413499832E+00
+2.452000E-03,-9.413499832E+00
+2.454000E-03,-9.350999832E+00
+2.456000E-03,-9.413499832E+00
+2.458000E-03,-9.350999832E+00
+2.460000E-03,-9.475999832E+00
+2.462000E-03,-9.538499832E+00
+2.464000E-03,-9.475999832E+00
+2.466000E-03,-9.475999832E+00
+2.468000E-03,-9.475999832E+00
+2.470000E-03,-9.475999832E+00
+2.472000E-03,-9.413499832E+00
+2.474000E-03,-9.413499832E+00
+2.476000E-03,-9.413499832E+00
+2.478000E-03,-9.413499832E+00
+2.480000E-03,-9.350999832E+00
+2.482000E-03,-9.350999832E+00
+2.484000E-03,-9.350999832E+00
+2.486000E-03,-9.288499832E+00
+2.488000E-03,-9.288499832E+00
+2.490000E-03,-9.288499832E+00
+2.492000E-03,-9.225999832E+00
+2.494000E-03,-9.225999832E+00
+2.496000E-03,-9.163499832E+00
+2.498000E-03,-9.163499832E+00
+2.500000E-03,-9.163499832E+00
+2.502000E-03,-9.100999832E+00
+2.504000E-03,-9.038499832E+00
+2.506000E-03,-8.975999832E+00
+2.508000E-03,-8.913499832E+00
+2.510000E-03,-8.913499832E+00
+2.512000E-03,-8.913499832E+00
+2.514000E-03,-8.788499832E+00
+2.516000E-03,-8.788499832E+00
+2.518000E-03,-8.725999832E+00
+2.520000E-03,-8.663499832E+00
+2.522000E-03,-8.663499832E+00
+2.524000E-03,-8.538499832E+00
+2.526000E-03,-8.475999832E+00
+2.528000E-03,-8.413499832E+00
+2.530000E-03,-8.350999832E+00
+2.532000E-03,-8.288499832E+00
+2.534000E-03,-8.225999832E+00
+2.536000E-03,-8.163499832E+00
+2.538000E-03,-8.038499832E+00
+2.540000E-03,-7.975999832E+00
+2.542000E-03,-7.913499832E+00
+2.544000E-03,-7.850999832E+00
+2.546000E-03,-7.788499832E+00
+2.548000E-03,-7.725999832E+00
+2.550000E-03,-7.600999832E+00
+2.552000E-03,-7.600999832E+00
+2.554000E-03,-7.475999832E+00
+2.556000E-03,-7.350999832E+00
+2.558000E-03,-7.288499832E+00
+2.560000E-03,-7.225999832E+00
+2.562000E-03,-7.163499832E+00
+2.564000E-03,-7.100999832E+00
+2.566000E-03,-6.975999832E+00
+2.568000E-03,-6.913499832E+00
+2.570000E-03,-6.725999832E+00
+2.572000E-03,-6.725999832E+00
+2.574000E-03,-6.600999832E+00
+2.576000E-03,-6.538499832E+00
+2.578000E-03,-6.475999832E+00
+2.580000E-03,-6.350999832E+00
+2.582000E-03,-6.225999832E+00
+2.584000E-03,-6.163499832E+00
+2.586000E-03,-6.100999832E+00
+2.588000E-03,-5.913499832E+00
+2.590000E-03,-5.975999832E+00
+2.592000E-03,-5.788499832E+00
+2.594000E-03,-5.788499832E+00
+2.596000E-03,-5.663499832E+00
+2.598000E-03,-5.538499832E+00
