x-axis,1
second,Volt
-6.40650E-03,-314.71680E-03
-6.38650E-03,-361.98243E-03
-6.36650E-03,-402.65626E-03
-6.34650E-03,-434.09180E-03
-6.32650E-03,-457.07032E-03
-6.30650E-03,-473.16407E-03
-6.28650E-03,-484.06251E-03
-6.26650E-03,-491.59180E-03
-6.24650E-03,-496.91407E-03
-6.22650E-03,-496.32813E-03
-6.20650E-03,-490.83009E-03
-6.18650E-03,-481.81641E-03
-6.16650E-03,-468.75977E-03
-6.14650E-03,-449.56055E-03
-6.12650E-03,-422.01173E-03
-6.10650E-03,-384.95118E-03
-6.08650E-03,-337.86133E-03
-6.06650E-03,-281.40625E-03
-6.04650E-03,-215.43946E-03
-6.02650E-03,-141.81641E-03
-6.00650E-03,-64.71680E-03
-5.98650E-03,+13.28125E-03
-5.96650E-03,+91.93360E-03
-5.94650E-03,+168.73047E-03
-5.92650E-03,+240.29297E-03
-5.90650E-03,+303.75977E-03
-5.88650E-03,+357.71485E-03
-5.86650E-03,+402.43165E-03
-5.84650E-03,+437.90040E-03
-5.82650E-03,+464.25782E-03
-5.80650E-03,+483.21290E-03
-5.78650E-03,+496.31837E-03
-5.76650E-03,+505.00977E-03
-5.74650E-03,+510.58595E-03
-5.72650E-03,+510.26368E-03
-5.70650E-03,+504.10157E-03
-5.68650E-03,+493.38868E-03
-5.66650E-03,+477.06055E-03
-5.64650E-03,+453.42774E-03
-5.62650E-03,+420.13673E-03
-5.60650E-03,+376.56251E-03
-5.58650E-03,+323.35938E-03
-5.56650E-03,+259.72657E-03
-5.54650E-03,+186.73828E-03
-5.52650E-03,+108.58399E-03
-5.50650E-03,+28.49609E-03
-5.48650E-03,-50.39063E-03
-5.46650E-03,-127.72461E-03
-5.44650E-03,-201.77735E-03
-5.42650E-03,-267.84180E-03
-5.40650E-03,-324.93165E-03
-5.38650E-03,-372.90040E-03
-5.36650E-03,-411.23047E-03
-5.34650E-03,-440.32227E-03
-5.32650E-03,-461.48438E-03
-5.30650E-03,-476.27930E-03
-5.28650E-03,-486.26954E-03
-5.26650E-03,-493.01759E-03
-5.24650E-03,-497.29493E-03
-5.22650E-03,-495.27344E-03
-5.20650E-03,-489.00391E-03
-5.18650E-03,-479.07227E-03
-5.16650E-03,-464.58009E-03
-5.14650E-03,-443.55469E-03
-5.12650E-03,-413.78907E-03
-5.10650E-03,-374.38477E-03
-5.08650E-03,-324.68750E-03
-5.06650E-03,-266.02539E-03
-5.04650E-03,-197.84180E-03
-5.02650E-03,-123.19336E-03
-5.00650E-03,-45.70313E-03
-4.98650E-03,+32.68555E-03
-4.96650E-03,+111.20117E-03
-4.94650E-03,+186.81641E-03
-4.92650E-03,+256.81641E-03
-4.90650E-03,+317.92969E-03
-4.88650E-03,+369.41407E-03
-4.86650E-03,+411.78712E-03
-4.84650E-03,+445.17579E-03
-4.82650E-03,+469.58009E-03
-4.80650E-03,+486.84571E-03
-4.78650E-03,+498.65235E-03
-4.76650E-03,+506.43555E-03
-4.74650E-03,+510.96680E-03
-4.72650E-03,+508.94532E-03
-4.70650E-03,+501.88477E-03
-4.68650E-03,+489.99024E-03
-4.66650E-03,+472.09962E-03
-4.64650E-03,+446.11329E-03
-4.62650E-03,+410.35157E-03
-4.60650E-03,+364.43360E-03
-4.58650E-03,+308.62305E-03
-4.56650E-03,+242.51953E-03
-4.54650E-03,+167.97852E-03
-4.52650E-03,+88.91602E-03
-4.50650E-03,+9.36523E-03
-4.48650E-03,-69.40430E-03
-4.46650E-03,-146.33789E-03
-4.44650E-03,-218.81836E-03
-4.42650E-03,-282.66602E-03
-4.40650E-03,-337.67579E-03
-4.38650E-03,-383.16407E-03
-4.36650E-03,-419.02344E-03
-4.34650E-03,-446.29883E-03
-4.32650E-03,-465.63477E-03
-4.30650E-03,-479.00391E-03
-4.28650E-03,-488.08594E-03
-4.26650E-03,-494.58009E-03
-4.24650E-03,-497.27540E-03
-4.22650E-03,-493.96485E-03
-4.20650E-03,-486.91407E-03
-4.18650E-03,-476.20118E-03
-4.16650E-03,-460.13673E-03
-4.14650E-03,-437.15821E-03
-4.12650E-03,-404.91212E-03
-4.10650E-03,-362.77344E-03
-4.08650E-03,-311.13282E-03
-4.06650E-03,-250.11719E-03
-4.04650E-03,-179.72657E-03
-4.02650E-03,-103.91602E-03
-4.00650E-03,-26.43555E-03
-3.98650E-03,+52.08984E-03
-3.96650E-03,+129.94141E-03
-3.94650E-03,+204.91211E-03
-3.92650E-03,+272.93946E-03
-3.90650E-03,+331.58204E-03
-3.88650E-03,+380.72266E-03
-3.86650E-03,+420.75196E-03
-3.84650E-03,+451.79688E-03
-3.82650E-03,+474.64844E-03
-3.80650E-03,+490.47852E-03
-3.78650E-03,+500.98634E-03
-3.76650E-03,+508.12501E-03
-3.74650E-03,+511.21095E-03
-3.72650E-03,+507.76368E-03
-3.70650E-03,+499.26759E-03
-3.68650E-03,+486.33790E-03
-3.66650E-03,+466.61134E-03
-3.64650E-03,+438.28126E-03
-3.62650E-03,+400.17579E-03
-3.60650E-03,+351.65040E-03
-3.58650E-03,+293.10547E-03
-3.56650E-03,+224.53125E-03
-3.54650E-03,+148.70117E-03
-3.52650E-03,+69.12109E-03
-3.50650E-03,-10.29297E-03
-3.48650E-03,-88.67188E-03
-3.46650E-03,-164.95117E-03
-3.44650E-03,-235.59571E-03
-3.42650E-03,-297.09961E-03
-3.40650E-03,-349.76563E-03
-3.38650E-03,-393.17383E-03
-3.36650E-03,-426.81641E-03
-3.34650E-03,-451.74805E-03
-3.32650E-03,-469.53126E-03
-3.30650E-03,-481.72852E-03
-3.28650E-03,-489.90235E-03
-3.26650E-03,-496.14259E-03
-3.24650E-03,-496.99219E-03
-3.22650E-03,-492.52930E-03
-3.20650E-03,-484.56055E-03
-3.18650E-03,-472.67579E-03
-3.16650E-03,-455.17579E-03
-3.14650E-03,-430.10743E-03
-3.12650E-03,-395.51758E-03
-3.10650E-03,-351.03516E-03
-3.08650E-03,-297.05079E-03
-3.06650E-03,-233.42774E-03
-3.04650E-03,-161.35742E-03
-3.02650E-03,-84.90235E-03
-3.00650E-03,-7.29492E-03
-2.98650E-03,+71.49414E-03
-2.96650E-03,+148.94531E-03
-2.94650E-03,+222.34375E-03
-2.92650E-03,+288.41797E-03
-2.90650E-03,+344.58008E-03
-2.88650E-03,+391.51368E-03
-2.86650E-03,+429.58985E-03
-2.84650E-03,+458.41798E-03
-2.82650E-03,+479.18946E-03
